ID,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
602,10027.0,elba general hospital,987 drayton street,empty,empty,elba,al,36323.0,coffee,3348972257.0,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,nan,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,empty,0 patients,al_hf-4
603,10027.0,elba general hospital,nan,empty,empty,elba,al,nan,coffee,3348972257.0,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,100%,nan,al_pn-2
604,10027.0,elba general hospital,987 drayton street,empty,empty,elba,al,36323.0,coffee,3348972257.0,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,nan,19 patients,al_pn-3b
605,10027.0,elba general hospital,987 drayton street,empty,empty,elba,al,36323.0,coffee,3348972257.0,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,100%,12 patients,al_pn-4
606,10027.0,elba general hospital,987 drayton street,nan,empty,elba,al,36323.0,coffee,3348972257.0,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,100%,40 patients,al_pn-5c
607,10027.0,elba general hospital,987 drayton street,empty,empty,elba,al,36323.0,coffee,nan,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),93%,30 patients,al_pn-6
608,nan,elba general hospital,987 drayton street,empty,empty,elba,al,36323.0,coffee,3348972257.0,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,100%,23 patients,al_pn-7
609,10027.0,elba general hospital,987 drayton street,empty,empty,nan,al,36323.0,coffee,3348972257.0,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,nan,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,empty,empty,al_scip-card-2
610,10027.0,elba general hospital,987 drayton street,empty,empty,elba,al,36323.0,coffee,3348972257.0,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,nan,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,empty,empty,al_scip-inf-1
611,nan,elba general hospital,987 drayton street,empty,empty,elba,al,36323.0,coffee,3348972257.0,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,nan,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,empty,empty,al_scip-inf-2
612,nan,elba general hospital,987 drayton street,empty,empty,nan,al,36323.0,coffee,3348972257.0,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,nan,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,empty,empty,al_scip-inf-3
613,10027.0,elba general hospital,987 drayton street,empty,empty,nan,al,36323.0,nan,3348972257.0,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,empty,empty,al_scip-inf-4
614,10027.0,elba general hospital,987 drayton street,empty,empty,nan,al,36323.0,coffee,3348972257.0,acute care hospitals,voluntary non-profit - other,nan,surgical infection prevention,nan,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,empty,empty,al_scip-inf-6
615,10027.0,elba general hospital,987 drayton street,empty,empty,elba,al,36323.0,nan,3348972257.0,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,nan,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,empty,empty,al_scip-vte-1
616,nan,elba general hospital,987 drayton street,empty,empty,elba,al,36323.0,coffee,nan,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,nan,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,empty,empty,al_scip-vte-2
617,10029.0,east alabama medical center and snf,2000 pepperell parkway,nan,empty,opelika,al,36801.0,lee,3347493411.0,nan,government - hospital district or authority,yes,heart attack,nan,heart attack patients given aspirin at arrival,98%,185 patients,al_ami-1
618,nan,nan,1300 south montgomery avenue,empty,empty,sheffield,al,35660.0,jefferson,2563864556.0,acute care hospitals,government - hospital district or authority,yes,heart attack,nan,heart attack patients given smoking cessation advice/counseling,97%,nan,al_ami-2
619,nan,east alabama medical center and snf,2000 pepperell parkway,empty,empty,opelika,al,36801.0,lee,3347493411.0,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-3,nan,93%,72 patients,al_ami-3
620,10029.0,east alabama medical center and snf,2000 pepperell parkway,empty,empty,opelika,al,36801.0,lee,3347493411.0,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,100%,122 patients,al_ami-4
621,nan,east alabama medical center and snf,2000 pepperell parkway,empty,empty,opelika,nan,36801.0,lee,3347493411.0,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,98%,281 patients,nan
622,10029.0,nan,987 drayton street,empty,empty,nan,al,36323.0,coffee,3348972257.0,nan,voluntary non-profit - other,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,empty,0 patients,nan
623,10029.0,east alabama medical center and snf,2000 pepperell parkway,nan,empty,nan,al,36801.0,lee,3347493411.0,acute care hospitals,government - hospital district or authority,nan,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,85%,26 patients,al_ami-8a
624,10029.0,east alabama medical center and snf,2000 pepperell parkway,empty,empty,opelika,al,36801.0,lee,3347493411.0,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-1,heart failure patients given discharge instructions,82%,527 patients,al_hf-1
625,10029.0,east alabama medical center and snf,2000 pepperell parkway,empty,empty,opelika,al,36801.0,lee,3347493411.0,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,100%,570 patients,al_hf-2
626,10029.0,east alabama medical center and snf,2000 pepperell parkway,empty,empty,opelika,nan,36801.0,lee,3347493411.0,nan,government - hospital district or authority,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),92%,272 patients,al_hf-3
627,10029.0,east alabama medical center and snf,2000 pepperell parkway,empty,empty,opelika,al,nan,nan,3347493411.0,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,nan,101 patients,al_hf-4
628,10029.0,east alabama medical center and snf,nan,empty,empty,opelika,al,36801.0,nan,3347493411.0,acute care hospitals,government - hospital district or authority,nan,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,92%,114 patients,al_pn-2
629,10029.0,east alabama medical center and snf,2000 pepperell parkway,empty,empty,opelika,al,36801.0,lee,3347493411.0,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,91%,129 patients,al_pn-3b
630,nan,east alabama medical center and snf,nan,empty,empty,gadsden,al,36801.0,lee,2565435200.0,acute care hospitals,proprietary,yes,pneumonia,nan,nan,100%,59 patients,al_pn-4
631,10029.0,east alabama medical center and snf,2000 pepperell parkway,empty,empty,opelika,nan,36801.0,lee,nan,acute care hospitals,government - hospital district or authority,nan,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,96%,153 patients,al_pn-5c
632,10029.0,east alabama medical center and snf,2000 pepperell parkway,empty,empty,opelika,nan,36801.0,lee,3347493411.0,acute care hospitals,nan,nan,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),97%,115 patients,al_pn-6
633,10029.0,east alabama medical center and snf,nan,empty,empty,opelika,al,nan,nan,3347493411.0,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,88%,89 patients,al_pn-7
634,10029.0,east alabama medical center and snf,2000 pepperell parkway,empty,empty,opelika,al,36801.0,lee,3347493411.0,nan,government - hospital district or authority,yes,surgical infection prevention,nan,heart attack patients given aspirin at arrival,98%,nan,al_scip-card-2
635,10029.0,east alabama medical center and snf,2000 pepperell parkway,empty,nan,opelika,al,36801.0,lee,3347493411.0,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,99%,1001 patients,al_scip-inf-1
636,10029.0,east alabama medical center and snf,2000 pepperell parkway,empty,empty,opelika,al,36801.0,lee,3347493411.0,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-2,nan,99%,1016 patients,al_scip-inf-2
637,10029.0,east alabama medical center and snf,2000 pepperell parkway,empty,empty,opelika,al,36801.0,lee,3347493411.0,acute care hospitals,government - hospital district or authority,nan,nan,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),97%,962 patients,al_scip-inf-3
638,10029.0,east alabama medical center and snf,2000 pepperell parkway,empty,empty,opelika,al,36801.0,lee,3347493411.0,nan,government - hospital district or authority,nan,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,98%,241 patients,al_scip-inf-4
639,nan,east alabama medical center and snf,2000 pepperell parkway,empty,empty,opelika,nan,36801.0,nan,3347493411.0,acute care hospitals,government - hospital district or authority,nan,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),nan,1421 patients,al_scip-inf-6
640,10029.0,east alabama medical center and snf,2000 pepperell parkway,empty,empty,opelika,al,36801.0,lee,3347493411.0,nan,government - hospital district or authority,nan,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,92%,473 patients,al_scip-vte-1
641,10029.0,east alabama medical center and snf,2000 pepperell parkway,empty,empty,opelika,al,36801.0,lee,3347493411.0,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,nan,473 patients,nan
642,10032.0,nan,nan,empty,empty,wedowee,al,nan,randolph,2563572111.0,acute care hospitals,government - local,no,heart attack,ami-1,heart attack patients given aspirin at arrival,50%,4 patients,al_ami-1
643,10032.0,wedowee hospital,209 north main street,empty,empty,wedowee,al,36278.0,randolph,2563572111.0,acute care hospitals,government - local,no,heart attack,nan,nan,67%,empty,al_ami-2
644,10032.0,nan,209 north main street,empty,empty,wedowee,al,36278.0,randolph,2563572111.0,acute care hospitals,government - local,no,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,empty,0 patients,al_ami-3
645,10032.0,wedowee hospital,209 north main street,empty,empty,nan,al,36278.0,randolph,2563572111.0,acute care hospitals,government - local,no,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,empty,0 patients,al_ami-4
646,10032.0,wedowee hospital,209 north main street,empty,empty,wedowee,al,36278.0,randolph,2563572111.0,acute care hospitals,government - local,no,heart attack,nan,nan,67%,empty,al_ami-5
